Student_ID,Gender,Age,Marital_Status,Faculty,Academic_Level,Residence_Type,CGPA,Guardian_Employment_Status,Guardian_Monthly_Income,Other_Income,Loan_Amount_Requested,Loan_Term_Months,Guarantor_Availability,Loan_Status
UI/2019/1222,Female,27,Single,Clinical Sciences,100,Off Campus,3.57,Employed,137000,10000,91305.0,36.0,,Rejected
UI/2020/1223,Female,23,Single,Agriculture and Forestry,100,Off Campus,2.61,Employed,158000,0,100212.0,36.0,Yes,Approved
UI/2021/1224,Male,20,Single,Clinical Sciences,100,School Hostel,3.54,Employed,36000,19000,94205.0,24.0,Yes,Rejected
UI/2022/1225,Female,23,Single,Arts,200,Off Campus,4.21,Self-Employed,59000,0,145475.0,24.0,Yes,Approved
UI/2023/1226,Male,21,Single,Agriculture and Forestry,200,Off Campus,4.7,Employed,42000,0,143288.0,48.0,No,Rejected
UI/2024/1227,Male,23,Single,Agriculture and Forestry,400,Off Campus,4.21,Self-Employed,81000,0,207515.0,36.0,Yes,Approved
UI/2019/1228,Female,22,Single,Law,100,Off Campus,3.93,Self-Employed,170000,0,96123.0,60.0,No,Rejected
UI/2020/1229,Male,22,Single,Law,100,School Hostel,3.58,Self-Employed,110000,0,113399.0,24.0,Yes,Approved
UI/2021/1230,Male,23,Single,Social Sciences,300,School Hostel,3.22,Employed,40000,9500,195668.0,36.0,Yes,Approved
UI/2022/1231,Female,20,Single,Education,300,School Hostel,3.46,Self-Employed,65000,33500,193120.0,36.0,Yes,Approved
UI/2023/1232,Female,21,Married,Pharmacy,400,Off Campus,3.89,Self-Employed,135000,0,232233.0,12.0,Yes,Approved
UI/2024/1233,,18,Single,Pharmacy,400,Off Campus,3.12,Employed,52000,21000,214582.0,36.0,,Rejected
UI/2019/1234,Female,20,Single,Science,300,School Hostel,4.06,Employed,67000,8500,174128.0,24.0,No,Rejected
UI/2020/1235,Male,18,Single,Arts,300,School Hostel,3.01,Self-Employed,91000,0,193214.0,36.0,Yes,Approved
UI/2021/1236,Female,21,Single,Agriculture and Forestry,400,Off Campus,,Unemployed,15000,0,202201.0,24.0,Yes,Rejected
UI/2022/1237,Male,19,Single,Science,100,School Hostel,2.99,,108000,0,98647.0,36.0,Yes,Approved
UI/2023/1238,Male,22,Single,Clinical Sciences,100,Off Campus,2.63,Employed,85000,4500,72108.0,36.0,Yes,Approved
UI/2024/1239,Male,23,Single,Veterinary Medicine,400,Off Campus,2.8,Self-Employed,105000,0,213905.0,48.0,Yes,Approved
UI/2019/1240,Female,18,Single,Social Sciences,100,School Hostel,4.17,Employed,41000,0,89087.0,48.0,No,Approved
UI/2020/1241,Male,20,Single,Science,300,School Hostel,3.44,Unemployed,15000,0,161730.0,60.0,No,Rejected
UI/2021/1242,Female,19,Single,Technology,200,School Hostel,3.67,Self-Employed,55000,0,148049.0,60.0,Yes,Approved
UI/2022/1243,Female,23,Single,Agriculture and Forestry,200,School Hostel,4.19,Employed,81000,24500,128658.0,36.0,Yes,Approved
UI/2023/1244,Female,25,,Arts,400,Off Campus,4.24,Self-Employed,80000,0,214088.0,24.0,Yes,Approved
UI/2024/1245,Male,23,Single,Social Sciences,300,School Hostel,3.27,Self-Employed,83000,0,175706.0,36.0,Yes,Rejected
UI/2019/1246,Male,21,Single,Science,200,Off Campus,4.28,Self-Employed,206000,2500,128652.0,12.0,Yes,Approved
UI/2020/1247,Female,25,Single,Agriculture and Forestry,200,School Hostel,3.76,Unemployed,48000,0,160473.0,36.0,No,Rejected
UI/2021/1248,Female,18,Single,Law,400,Off Campus,3.55,Self-Employed,52000,0,212226.0,24.0,Yes,Approved
UI/2022/1249,Male,25,Single,Social Sciences,300,Off Campus,3.79,,16000,0,182410.0,36.0,Yes,Rejected
UI/2023/1250,Male,20,Single,Social Sciences,200,School Hostel,2.77,Employed,180000,0,120257.0,48.0,Yes,Approved
UI/2024/1251,Male,16,Single,Clinical Sciences,400,Off Campus,,Employed,59000,0,212534.0,12.0,,Rejected
UI/2019/1252,Male,28,Single,Science,400,Off Campus,3.49,Self-Employed,164000,0,214742.0,48.0,Yes,Approved
UI/2020/1253,Female,25,Married,Science,500,Off Campus,3.89,Employed,169000,0,254987.0,12.0,Yes,Approved
UI/2021/1254,Male,19,Single,Social Sciences,300,Off Campus,3.35,Self-Employed,57000,21500,,36.0,No,Rejected
UI/2022/1255,Male,22,Single,Technology,500,School Hostel,3.48,Self-Employed,66000,11500,261624.0,24.0,No,Rejected
UI/2023/1256,Male,21,Single,Arts,300,School Hostel,4.08,Self-Employed,81000,0,202480.0,12.0,Yes,Approved
UI/2024/1257,Male,22,Single,Education,400,Off Campus,4.33,Self-Employed,48000,0,217559.0,36.0,,Rejected
UI/2019/1258,Male,18,Single,Clinical Sciences,400,Off Campus,3.97,Self-Employed,45000,0,217463.0,24.0,Yes,Rejected
UI/2020/1259,Female,20,Single,Social Sciences,100,School Hostel,4.25,Unemployed,19000,30500,93764.0,12.0,Yes,Approved
UI/2021/1260,Male,23,Single,Arts,300,School Hostel,3.33,Self-Employed,123000,0,216880.0,48.0,No,Rejected
UI/2022/1261,Male,22,Single,Education,300,School Hostel,3.38,,60000,0,203285.0,24.0,Yes,Rejected
UI/2023/1262,Female,24,Single,Science,100,Off Campus,3.73,Employed,63000,0,107723.0,60.0,No,Rejected
UI/2024/1263,Male,22,Single,Science,400,School Hostel,3.38,Employed,54000,0,229894.0,36.0,No,Rejected
UI/2019/1264,Male,27,Single,Science,400,Off Campus,3.27,Self-Employed,36000,0,209061.0,24.0,,Rejected
UI/2020/1265,Female,20,Single,Arts,500,Off Campus,4.46,Employed,159000,37500,257269.0,12.0,Yes,Approved
UI/2021/1266,Female,22,Single,Pharmacy,200,Off Campus,3.44,Self-Employed,21000,4000,142623.0,48.0,Yes,Rejected
UI/2022/1267,Female,17,Single,Science,200,Off Campus,3.02,Employed,49000,52500,141283.0,24.0,Yes,Approved
UI/2023/1268,Male,19,Single,Social Sciences,500,Off Campus,3.82,Self-Employed,105000,0,246912.0,48.0,Yes,Approved
UI/2024/1269,Male,25,Single,Law,200,Off Campus,4.56,Employed,33000,0,128044.0,36.0,No,Rejected
UI/2019/1270,Male,19,Single,Agriculture and Forestry,400,School Hostel,3.59,Self-Employed,107000,0,227116.0,36.0,No,Rejected
UI/2020/1271,Male,23,Single,Science,200,Off Campus,4.23,Unemployed,47000,0,144127.0,12.0,Yes,Rejected
UI/2021/1272,Male,21,Single,Technology,200,School Hostel,3.31,Self-Employed,48000,0,108503.0,36.0,No,Rejected
UI/2022/1273,Male,19,Single,Pharmacy,200,Off Campus,3.28,Employed,79000,18000,140887.0,12.0,Yes,Approved
UI/2023/1274,Female,21,Single,Social Sciences,100,School Hostel,3.17,Employed,38000,20500,118244.0,48.0,No,Rejected
UI/2024/1275,Male,20,Single,Education,200,Off Campus,3.47,Self-Employed,102000,0,130034.0,36.0,Yes,Approved
UI/2019/1276,Male,20,Single,Arts,100,School Hostel,4.56,Employed,74000,7500,103067.0,24.0,No,Approved
UI/2020/1277,Female,23,Single,Education,400,Off Campus,2.91,Employed,79000,20000,198126.0,36.0,Yes,Approved
UI/2021/1278,Male,23,Single,Education,500,Off Campus,4.45,Unemployed,50000,0,271785.0,24.0,Yes,Rejected
UI/2022/1279,Male,20,Single,Law,100,Off Campus,3.0,Self-Employed,100000,0,83130.0,36.0,Yes,Approved
UI/2023/1280,Male,19,Single,Agriculture and Forestry,100,Off Campus,3.42,Employed,147000,7500,81117.0,,Yes,Approved
UI/2024/1281,Female,22,Single,Social Sciences,100,Off Campus,4.01,Self-Employed,109000,7500,94872.0,24.0,,Approved
UI/2019/1282,Female,21,Single,Arts,500,Off Campus,3.9,Unemployed,15000,0,294409.0,24.0,No,Rejected
UI/2020/1283,Female,24,Single,Clinical Sciences,100,School Hostel,3.71,Employed,81000,0,90549.0,60.0,No,Rejected
UI/2021/1284,Female,28,Single,Education,400,School Hostel,2.64,Self-Employed,101000,8000,200967.0,48.0,Yes,Rejected
UI/2022/1285,Male,23,Single,Science,200,Off Campus,3.75,Self-Employed,35000,0,146331.0,36.0,Yes,Rejected
UI/2023/1286,Male,21,Single,Science,100,Off Campus,2.99,Unemployed,49000,0,102910.0,,No,Rejected
UI/2024/1287,Female,21,Single,Clinical Sciences,200,Off Campus,4.96,Employed,73000,0,163931.0,24.0,No,Rejected
UI/2019/1288,Female,20,Single,Education,400,Off Campus,3.43,Unemployed,29000,16000,200880.0,24.0,Yes,Rejected
UI/2020/1289,Female,19,Single,Pharmacy,100,Off Campus,3.65,Unemployed,15000,0,76094.0,48.0,Yes,Rejected
UI/2021/1290,Female,19,Single,Arts,400,Off Campus,,Employed,73000,0,214903.0,12.0,Yes,Rejected
UI/2022/1291,Male,21,Single,Science,300,Off Campus,3.29,Self-Employed,91000,15500,185110.0,48.0,Yes,Approved
UI/2023/1292,Male,21,Single,Education,100,School Hostel,2.84,Employed,59000,0,104796.0,60.0,No,Rejected
UI/2024/1293,Female,23,Single,Agriculture and Forestry,100,Off Campus,4.09,,80000,38500,115499.0,12.0,Yes,Approved
UI/2019/1294,Male,21,Single,Education,300,School Hostel,3.41,Self-Employed,24000,69000,157572.0,48.0,Yes,Approved
UI/2020/1295,Male,21,Single,Veterinary Medicine,300,Off Campus,3.86,Self-Employed,163000,12500,167410.0,48.0,Yes,Approved
UI/2021/1296,Female,19,Single,Veterinary Medicine,200,Off Campus,3.17,Self-Employed,42000,0,137609.0,12.0,Yes,Approved
UI/2022/1297,Female,25,Single,Law,200,Off Campus,3.27,Employed,21000,0,151894.0,36.0,Yes,Approved
UI/2023/1298,Female,23,Single,Education,200,Off Campus,,Employed,41000,10000,146546.0,24.0,Yes,Approved
UI/2024/1299,Male,26,Single,Social Sciences,500,Off Campus,3.02,Self-Employed,49000,8000,253346.0,24.0,Yes,Rejected
UI/2019/1300,Male,23,Single,Agriculture and Forestry,300,Off Campus,2.56,Employed,95000,0,164531.0,24.0,Yes,Rejected
UI/2020/1301,Male,25,Married,Science,400,Off Campus,,Employed,42000,0,232526.0,24.0,Yes,Rejected
UI/2021/1302,Female,21,Single,Education,300,School Hostel,2.92,Employed,82000,0,193514.0,12.0,Yes,Rejected
UI/2022/1303,Female,23,Single,Education,300,Off Campus,3.31,Self-Employed,45000,0,219453.0,24.0,,Rejected
UI/2023/1304,Male,28,Single,Education,300,Off Campus,4.05,Employed,236000,0,176935.0,24.0,Yes,Approved
UI/2024/1305,Female,19,Single,Technology,400,Off Campus,3.1,Self-Employed,104000,0,243429.0,36.0,No,Rejected
UI/2019/1306,Male,24,Single,Social Sciences,300,School Hostel,4.03,Self-Employed,225000,0,161763.0,36.0,Yes,Approved
UI/2020/1307,Male,25,Single,Technology,400,School Hostel,3.18,Self-Employed,44000,34000,211558.0,48.0,No,Rejected
UI/2021/1308,Male,22,Married,Arts,100,Off Campus,4.37,Self-Employed,111000,0,89596.0,36.0,Yes,Approved
UI/2022/1309,Male,23,Single,Law,200,Off Campus,4.28,Unemployed,15000,0,132736.0,48.0,Yes,Rejected
UI/2023/1310,Male,24,Single,Clinical Sciences,400,Off Campus,3.29,Employed,96000,0,206672.0,,Yes,Rejected
UI/2024/1311,Male,20,Single,Social Sciences,200,School Hostel,3.43,Employed,102000,0,131563.0,24.0,Yes,Approved
UI/2019/1312,Female,22,Single,Clinical Sciences,400,Off Campus,3.09,Self-Employed,32000,9000,218752.0,12.0,Yes,Rejected
UI/2020/1313,Male,19,Single,Education,500,Off Campus,3.66,,41000,0,252938.0,48.0,Yes,Rejected
UI/2021/1314,Female,20,Single,Social Sciences,300,School Hostel,4.18,Self-Employed,40000,71500,189258.0,36.0,Yes,Rejected
UI/2022/1315,Female,20,Married,Law,100,School Hostel,2.75,Self-Employed,34000,18500,98325.0,24.0,Yes,Rejected
UI/2023/1316,Male,21,Single,Pharmacy,400,Off Campus,4.05,Employed,47000,7000,219532.0,36.0,Yes,Rejected
UI/2024/1317,Male,22,Married,Social Sciences,300,Off Campus,2.82,Employed,41000,24500,201217.0,60.0,Yes,Rejected
UI/2019/1318,Female,23,Single,Science,200,Off Campus,3.08,Self-Employed,35000,3000,144187.0,36.0,No,Rejected
UI/2020/1319,Male,18,Single,Education,400,School Hostel,2.57,Self-Employed,81000,0,221830.0,24.0,,Rejected
UI/2021/1320,Male,26,Single,Veterinary Medicine,300,Off Campus,4.71,Employed,95000,0,179275.0,48.0,Yes,Approved
UI/2022/1321,Male,24,Single,Science,100,School Hostel,3.58,Employed,34000,0,100477.0,24.0,No,Approved
UI/2023/1322,Female,23,Single,Education,100,Off Campus,3.68,Employed,52000,0,107985.0,12.0,Yes,Approved
UI/2024/1323,Female,21,Single,Law,100,Off Campus,3.18,Employed,70000,0,87770.0,12.0,No,Rejected
UI/2019/1324,Male,21,Single,Pharmacy,300,School Hostel,4.14,Employed,62000,0,196386.0,60.0,No,Rejected
UI/2020/1325,Male,23,Single,Arts,400,Off Campus,2.39,Employed,48000,0,242655.0,12.0,No,Rejected
UI/2021/1326,Male,22,Single,Arts,100,Off Campus,3.56,Employed,109000,9500,116514.0,48.0,No,Rejected
UI/2022/1327,Male,18,,Veterinary Medicine,100,Off Campus,4.76,Employed,112000,0,92333.0,12.0,Yes,Approved
UI/2023/1328,Female,23,Single,Arts,300,School Hostel,3.34,Employed,102000,0,156151.0,36.0,Yes,Approved
UI/2024/1329,Female,28,Single,Science,200,Off Campus,3.56,Employed,62000,0,133139.0,24.0,Yes,Approved
UI/2019/1330,Male,17,Single,Clinical Sciences,200,Off Campus,3.92,Employed,209000,0,141820.0,24.0,Yes,Approved
UI/2020/1331,Male,24,Single,Technology,400,Off Campus,3.1,Employed,182000,9000,231729.0,12.0,Yes,Approved
UI/2021/1332,Male,22,Single,Education,500,School Hostel,3.56,Self-Employed,61000,0,256880.0,36.0,Yes,Approved
UI/2022/1333,Female,21,Single,Science,500,School Hostel,4.08,Self-Employed,72000,5500,255102.0,48.0,,Rejected
UI/2023/1334,Female,25,Single,Pharmacy,400,Off Campus,3.66,Employed,134000,0,241911.0,36.0,No,Rejected
UI/2024/1335,Female,19,Single,Science,100,School Hostel,3.75,Employed,45000,0,89718.0,24.0,No,Rejected
UI/2019/1336,Female,22,Single,Education,100,School Hostel,3.36,Employed,87000,0,115221.0,48.0,Yes,Approved
UI/2020/1337,Male,25,Single,Arts,300,School Hostel,3.72,Self-Employed,79000,12000,192861.0,48.0,No,Rejected
UI/2021/1338,Female,21,Single,Technology,500,Off Campus,3.58,Employed,47000,0,240020.0,36.0,Yes,Rejected
UI/2022/1339,Male,21,Single,Arts,100,Off Campus,4.35,Self-Employed,67000,11000,103652.0,24.0,Yes,Approved
UI/2023/1340,Female,22,Single,Social Sciences,300,Off Campus,3.95,Self-Employed,32000,0,171375.0,12.0,Yes,Rejected
UI/2024/1341,Male,20,Single,Social Sciences,200,Off Campus,3.42,Self-Employed,57000,0,125625.0,12.0,No,Rejected
UI/2019/1342,Male,25,Single,Education,200,School Hostel,2.2,Self-Employed,26000,0,112373.0,24.0,Yes,Rejected
UI/2020/1343,Female,19,Single,Technology,200,Off Campus,3.94,Employed,245000,0,116538.0,24.0,Yes,Approved
UI/2021/1344,Male,24,Single,Arts,200,Off Campus,3.97,Employed,160000,0,145654.0,60.0,,Approved
UI/2022/1345,Male,19,Single,Veterinary Medicine,100,Off Campus,3.05,Employed,137000,6000,93856.0,36.0,Yes,Approved
UI/2023/1346,Male,23,Single,Pharmacy,100,Off Campus,2.45,Self-Employed,90000,0,103576.0,24.0,No,Approved
UI/2024/1347,Female,21,Single,Pharmacy,300,School Hostel,2.92,Self-Employed,132000,0,163944.0,36.0,Yes,Approved
UI/2019/1348,Male,16,Single,Science,200,School Hostel,4.06,Employed,141000,20000,134852.0,24.0,No,Approved
UI/2020/1349,Male,21,Single,Social Sciences,400,Off Campus,2.96,Employed,122000,0,215572.0,48.0,,Rejected
UI/2021/1350,Male,19,Single,Science,300,Off Campus,3.3,Employed,116000,0,156862.0,36.0,,Approved
UI/2022/1351,Female,20,Single,Arts,500,Off Campus,3.67,Employed,42000,4500,235135.0,36.0,No,Rejected
UI/2023/1352,Male,25,Single,Arts,200,Off Campus,4.22,Employed,88000,11500,146033.0,24.0,Yes,Approved
UI/2024/1353,Male,19,Single,Technology,500,Off Campus,3.54,Employed,52000,26500,261729.0,36.0,,Rejected
UI/2019/1354,Male,19,Single,Arts,200,Off Campus,3.49,,15000,0,125854.0,36.0,Yes,Rejected
UI/2020/1355,Female,25,Single,Science,300,Off Campus,3.25,Employed,37000,12500,178073.0,24.0,Yes,Rejected
UI/2021/1356,Male,22,Single,Pharmacy,400,Off Campus,,Self-Employed,97000,0,229299.0,12.0,No,Rejected
UI/2022/1357,Female,25,Single,Technology,200,Off Campus,4.14,Employed,124000,0,166473.0,36.0,Yes,Approved
UI/2023/1358,Female,22,Married,Science,200,School Hostel,3.5,Employed,33000,30500,126519.0,48.0,Yes,Rejected
UI/2024/1359,Male,19,Single,Agriculture and Forestry,300,School Hostel,2.78,Employed,182000,0,188626.0,36.0,Yes,Approved
UI/2019/1360,Male,21,Single,Science,100,Off Campus,3.12,Employed,156000,0,130692.0,60.0,Yes,Approved
UI/2020/1361,Female,24,Single,Clinical Sciences,300,Off Campus,3.87,Self-Employed,62000,0,180535.0,36.0,,Approved
UI/2021/1362,Male,24,Single,Social Sciences,100,Off Campus,3.15,Employed,54000,0,121125.0,48.0,No,Rejected
UI/2022/1363,Female,22,Single,Clinical Sciences,100,School Hostel,4.04,Employed,67000,0,61560.0,12.0,Yes,Approved
UI/2023/1364,Male,22,Single,Agriculture and Forestry,300,School Hostel,3.75,,40000,0,200857.0,36.0,Yes,Rejected
UI/2024/1365,Female,21,Single,Clinical Sciences,500,Off Campus,3.71,,62000,0,259411.0,36.0,Yes,Rejected
UI/2019/1366,Male,20,Single,Social Sciences,500,Off Campus,3.91,Employed,38000,0,231982.0,24.0,Yes,Rejected
UI/2020/1367,Female,26,Single,Education,200,School Hostel,3.82,Employed,84000,28000,151022.0,48.0,No,Rejected
UI/2021/1368,Female,22,Single,Pharmacy,100,Off Campus,,Self-Employed,24000,0,114988.0,12.0,,Rejected
UI/2022/1369,Male,19,Single,Science,300,School Hostel,3.37,Employed,75000,0,197327.0,36.0,Yes,Rejected
UI/2023/1370,Female,20,Married,Science,200,School Hostel,4.84,Employed,132000,0,157194.0,24.0,No,Rejected
UI/2024/1371,Female,23,Single,Arts,200,Off Campus,2.89,Employed,82000,7000,,60.0,No,Rejected
UI/2019/1372,Male,23,Single,Veterinary Medicine,400,School Hostel,3.29,,117000,0,208566.0,48.0,,Rejected
UI/2020/1373,Male,21,Single,Veterinary Medicine,400,Off Campus,4.14,Employed,91000,0,,24.0,Yes,Approved
UI/2021/1374,Male,20,Single,Science,300,Off Campus,3.46,Unemployed,35000,0,179051.0,24.0,No,Rejected
UI/2022/1375,Male,22,Single,Veterinary Medicine,300,School Hostel,3.1,Employed,75000,31000,185531.0,12.0,Yes,Rejected
UI/2023/1376,Female,18,Single,Science,300,Off Campus,2.82,Employed,44000,6000,172486.0,24.0,No,Rejected
UI/2024/1377,Male,18,Single,Technology,300,School Hostel,3.84,Employed,61000,0,180277.0,60.0,,Approved
UI/2019/1378,Female,23,Single,Technology,500,School Hostel,4.11,Unemployed,22000,0,,48.0,No,Rejected
UI/2020/1379,Female,20,Single,Pharmacy,500,School Hostel,4.32,Self-Employed,152000,0,264346.0,48.0,Yes,Approved
UI/2021/1380,Female,22,Single,Arts,500,Off Campus,3.58,Employed,170000,0,293301.0,36.0,Yes,Approved
UI/2022/1381,Female,24,Married,Social Sciences,400,Off Campus,4.12,Self-Employed,96000,0,251294.0,36.0,Yes,Rejected
UI/2023/1382,Female,23,Single,Clinical Sciences,100,Off Campus,2.98,Employed,46000,25000,82676.0,36.0,Yes,Approved
UI/2024/1383,Male,22,Single,Arts,200,School Hostel,3.64,Self-Employed,51000,15000,131212.0,48.0,,Approved
UI/2019/1384,Female,27,Single,Science,400,School Hostel,3.18,Employed,63000,10000,200302.0,12.0,No,Rejected
UI/2020/1385,Male,23,Single,Technology,200,Off Campus,3.65,Unemployed,50000,41500,122428.0,24.0,No,Rejected
UI/2021/1386,Female,21,Single,Pharmacy,300,Off Campus,3.96,Employed,84000,0,187596.0,36.0,No,Rejected
UI/2022/1387,Female,23,Single,Education,100,Off Campus,4.14,Self-Employed,74000,0,84959.0,24.0,Yes,Rejected
UI/2023/1388,,22,Single,Law,100,School Hostel,3.01,Employed,46000,32000,84152.0,60.0,Yes,Approved
UI/2024/1389,Male,19,Single,Education,200,Off Campus,4.25,,124000,24500,135589.0,12.0,Yes,Approved
UI/2019/1390,Male,22,Single,Education,100,Off Campus,,Employed,81000,0,111347.0,60.0,No,Rejected
UI/2020/1391,Male,21,Single,Law,200,Off Campus,2.99,Self-Employed,74000,0,134332.0,24.0,No,Approved
UI/2021/1392,Male,17,Married,Agriculture and Forestry,100,School Hostel,3.46,Self-Employed,81000,0,94302.0,24.0,Yes,Approved
UI/2022/1393,Male,21,Single,Education,400,Off Campus,2.75,Self-Employed,192000,15000,233084.0,36.0,Yes,Approved
UI/2023/1394,Male,21,Single,Social Sciences,200,School Hostel,3.55,Employed,64000,0,146510.0,36.0,,Rejected
UI/2024/1395,Female,20,Single,Science,200,School Hostel,3.71,Employed,176000,0,146279.0,60.0,Yes,Approved
UI/2019/1396,Female,18,Single,Education,400,Off Campus,3.44,Unemployed,46000,0,233523.0,36.0,Yes,Rejected
UI/2020/1397,Male,21,Married,Science,300,Off Campus,3.84,Employed,72000,0,164655.0,48.0,No,Rejected
UI/2021/1398,Male,21,Single,Pharmacy,100,School Hostel,3.38,Employed,113000,0,102734.0,48.0,Yes,Approved
UI/2022/1399,Male,22,Single,Clinical Sciences,100,School Hostel,3.55,Employed,65000,0,90224.0,60.0,Yes,Approved
UI/2023/1400,Male,19,Single,Social Sciences,300,School Hostel,2.76,Self-Employed,48000,0,194686.0,24.0,Yes,Rejected
UI/2024/1401,Male,23,Married,Veterinary Medicine,100,Off Campus,3.57,Unemployed,20000,19500,111580.0,36.0,Yes,Rejected
UI/2019/1402,Female,19,Single,Science,200,Off Campus,3.08,Employed,42000,0,124174.0,12.0,Yes,Rejected
UI/2020/1403,Male,21,Single,Clinical Sciences,300,School Hostel,3.3,Employed,92000,0,199274.0,24.0,No,Rejected
UI/2021/1404,Male,25,Single,Arts,300,Off Campus,,Employed,70000,11500,162343.0,24.0,Yes,Approved
UI/2022/1405,Male,20,Single,Veterinary Medicine,200,Off Campus,3.66,Employed,95000,6500,156805.0,24.0,,Approved
UI/2023/1406,Female,20,Single,Clinical Sciences,300,School Hostel,2.64,Employed,109000,32500,182584.0,48.0,Yes,Approved
UI/2024/1407,Male,24,Single,Law,300,Off Campus,2.69,Employed,15000,17000,166713.0,24.0,Yes,Rejected
UI/2019/1408,Male,21,Single,Social Sciences,100,School Hostel,3.38,Employed,82000,10500,83072.0,24.0,Yes,Approved
UI/2020/1409,Male,21,Single,Law,200,School Hostel,3.81,Unemployed,15000,0,135072.0,24.0,Yes,Rejected
UI/2021/1410,Female,22,Single,Education,200,Off Campus,3.75,Employed,76000,0,139206.0,12.0,Yes,Approved
UI/2022/1411,Male,24,Single,Agriculture and Forestry,400,School Hostel,4.04,Self-Employed,47000,0,209083.0,48.0,Yes,Approved
UI/2023/1412,Female,16,Single,Veterinary Medicine,100,School Hostel,4.27,Employed,74000,0,,36.0,Yes,Approved
UI/2024/1413,Male,20,Single,Technology,200,Off Campus,3.82,Employed,147000,0,118903.0,36.0,,Approved
UI/2019/1414,Female,19,Single,Technology,100,School Hostel,3.54,Self-Employed,30000,0,99452.0,36.0,Yes,Rejected
UI/2020/1415,Male,19,Single,Agriculture and Forestry,400,School Hostel,2.98,Employed,77000,6000,219570.0,60.0,No,Rejected
UI/2021/1416,Male,19,Married,Law,400,Off Campus,3.03,Employed,67000,0,191949.0,24.0,Yes,Rejected
UI/2022/1417,Female,20,Single,Social Sciences,100,School Hostel,3.29,Self-Employed,27000,0,104123.0,36.0,Yes,Approved
UI/2023/1418,Female,22,Single,Agriculture and Forestry,400,School Hostel,3.7,Employed,99000,0,200918.0,36.0,Yes,Approved
UI/2024/1419,Male,19,Single,Science,400,Off Campus,3.67,Employed,71000,0,182701.0,60.0,No,Rejected
UI/2019/1420,Male,22,Single,Clinical Sciences,100,Off Campus,3.55,Unemployed,18000,0,90497.0,48.0,Yes,Rejected
UI/2020/1421,Female,22,Single,Education,500,Off Campus,3.47,Employed,47000,0,256179.0,48.0,No,Rejected
UI/2021/1422,Male,20,Single,Arts,200,School Hostel,3.9,Self-Employed,445000,12000,152903.0,24.0,Yes,Approved
UI/2022/1423,Male,22,,Education,400,Off Campus,3.66,Employed,56000,0,212375.0,60.0,Yes,Rejected
UI/2023/1424,Female,25,Single,Arts,100,Off Campus,3.71,Self-Employed,28000,0,121306.0,48.0,Yes,Rejected
UI/2024/1425,Male,22,Single,Veterinary Medicine,200,School Hostel,3.72,Employed,42000,0,160794.0,,Yes,Rejected
UI/2019/1426,Male,20,Single,Technology,300,Off Campus,3.25,Employed,57000,0,195691.0,48.0,Yes,Rejected
UI/2020/1427,Male,21,Single,Technology,500,School Hostel,2.98,Unemployed,19000,0,279097.0,60.0,Yes,Rejected
UI/2021/1428,Male,19,Single,Education,400,Off Campus,3.82,Unemployed,22000,0,224727.0,48.0,Yes,Rejected
UI/2022/1429,Male,22,Single,Clinical Sciences,300,School Hostel,3.78,Employed,39000,0,171325.0,48.0,No,Rejected
UI/2023/1430,Female,24,Single,Education,100,School Hostel,3.43,Self-Employed,102000,8000,109127.0,48.0,Yes,Approved
UI/2024/1431,Male,20,Single,Arts,200,School Hostel,3.32,Employed,53000,31000,153849.0,48.0,No,Rejected
UI/2019/1432,Male,21,Single,Clinical Sciences,200,Off Campus,4.8,Employed,33000,24500,143079.0,48.0,Yes,Approved
UI/2020/1433,Female,24,Single,Clinical Sciences,500,School Hostel,3.13,Employed,44000,0,255929.0,12.0,No,Rejected
UI/2021/1434,Female,20,Single,Veterinary Medicine,400,Off Campus,3.43,Self-Employed,62000,0,196378.0,24.0,Yes,Rejected
UI/2022/1435,Female,22,Single,Arts,200,School Hostel,3.7,Self-Employed,121000,0,149540.0,24.0,No,Rejected
UI/2023/1436,Male,19,Single,Technology,200,School Hostel,,Self-Employed,99000,50000,144748.0,36.0,,Approved
UI/2024/1437,Female,20,Single,Agriculture and Forestry,400,School Hostel,3.61,Self-Employed,63000,7000,200307.0,12.0,Yes,Rejected
UI/2019/1438,Female,20,Single,Clinical Sciences,100,Off Campus,4.54,Employed,70000,22000,101020.0,36.0,Yes,Approved
UI/2020/1439,Male,27,Married,Arts,400,School Hostel,4.06,Employed,78000,0,230230.0,60.0,Yes,Approved
UI/2021/1440,Female,21,Single,Clinical Sciences,300,Off Campus,3.9,Employed,213000,0,177934.0,,Yes,Approved
UI/2022/1441,Male,20,Single,Science,200,School Hostel,3.88,Employed,49000,32000,151135.0,12.0,No,Rejected
UI/2023/1442,Male,20,Single,Science,400,Off Campus,3.61,Unemployed,30000,25500,230704.0,36.0,No,Rejected
UI/2024/1443,,21,Single,Pharmacy,200,Off Campus,4.08,Employed,104000,0,117708.0,24.0,Yes,Approved
UI/2019/1444,Female,23,Married,Science,100,School Hostel,3.46,Self-Employed,45000,0,95092.0,48.0,Yes,Approved
UI/2020/1445,Female,22,Single,Technology,200,Off Campus,3.32,Unemployed,26000,0,146715.0,12.0,Yes,Rejected
UI/2021/1446,Female,26,Married,Education,100,School Hostel,3.61,Self-Employed,83000,5500,113106.0,24.0,Yes,Approved
UI/2022/1447,Male,22,Single,Education,100,School Hostel,4.05,Self-Employed,59000,26500,120408.0,24.0,Yes,Rejected
